date,term_loan_rate,term_deposit_rate,spread
2013-01-01,29.738980726135157,6.203494746764216,23.53548597937094
2013-02-01,29.761881596350097,6.029432819479621,23.732448776870477
2013-03-01,29.85364321491823,6.0510769600402465,23.80256625487798
2013-04-01,30.004437402653384,5.881582338648283,24.1228550640051
2013-05-01,30.05158434382959,6.114561872310988,23.937022471518603
2013-06-01,30.01781564529101,5.956353228520876,24.061462416770134
2013-07-01,30.04447577312204,6.35747794978812,23.686997823333922
2013-08-01,28.895270793801934,5.599168763091479,23.296102030710458
2013-09-01,29.07172286180648,5.716263045782563,23.355459816023917
2013-10-01,29.986819891450896,5.950128217524172,24.036691673926725
2013-11-01,29.663398345387964,5.643105191114724,24.02029315427324
2013-12-01,29.690174780533717,5.416818033417569,24.273356747116146
2014-01-01,29.438047134538547,5.786695832908422,23.651351301630125
2014-02-01,29.39490746861791,5.153449078268286,24.24145839034962
2014-03-01,29.373422103407183,5.43526208550581,23.938160017901374
2014-04-01,29.458720377822672,6.266271284377519,23.192449093445155
2014-05-01,29.676491483359623,6.302690047530171,23.373801435829453
2014-06-01,28.900434706906395,6.084667467942928,22.815767238963467
2014-07-01,28.916911837524072,6.29125161362232,22.625660223901754
2014-08-01,28.26697931842144,5.2428227948403325,23.02415652358111
2014-09-01,27.854856567921356,6.336118964768541,21.518737603152815
2014-10-01,26.320941746371812,5.584663230173677,20.736278516198134
2014-11-01,26.93305068048427,6.37586931113749,20.557181369346782
2014-12-01,23.905712524027148,6.181629216509172,17.724083307517976
2015-01-01,26.68415486422704,5.8438567402690405,20.840298123958
2015-02-01,26.728090903089935,6.332634698162494,20.39545620492744
2015-03-01,26.743426553669774,6.25159436268055,20.491832190989225
2015-04-01,26.858216250682503,6.307968230475597,20.550248020206908
2015-05-01,26.67918684240675,6.507841187557291,20.17134565484946
2015-06-01,26.496760701661003,6.147066853790629,20.349693847870373
2015-07-01,26.092673108437932,6.13276513483602,19.95990797360191
2015-08-01,25.787246010489337,6.665862551012543,19.121383459476796
2015-09-01,24.921877157402513,5.95047429293513,18.971402864467382
2015-10-01,25.417964119874053,5.80081461686782,19.61714950300623
2015-11-01,23.584377945832657,6.171590629185404,17.412787316647254
2015-12-01,21.51008924892094,5.900631187150703,15.609458061770239
2016-01-01,25.26290981374128,5.6226336627643665,19.640276150976916
2016-02-01,25.768795615449815,5.873948058052701,19.894847557397114
2016-03-01,25.931414179649177,6.614123177748023,19.317291001901154
2016-04-01,26.18466253051807,5.855206553044476,20.329455977473597
2016-05-01,25.45621958143779,6.379389084509174,19.076830496928615
2016-06-01,25.982365610614256,6.707751145184199,19.274614465430055
2016-07-01,24.88594812299626,5.872701459343892,19.013246663652367
2016-08-01,24.64152304398476,3.561975580428121,21.079547463556636
2016-09-01,23.498074835466955,4.210109823405815,19.28796501206114
2016-10-01,23.443605144187423,5.636255322458815,17.807349821728607
2016-11-01,23.343632410499737,4.79051886417564,18.5531135463241
2016-12-01,20.440313334629025,6.440760116548236,13.999553218080788
2017-01-01,32.05814120201551,5.409114491690006,26.649026710325508
2017-02-01,20.35726509405374,6.267879332711853,14.089385761341887
2017-03-01,21.238867876513797,6.231806581757978,15.007061294755818
2017-04-01,17.461574518837327,5.336201434515659,12.12537308432167
2017-05-01,17.736952830162558,5.264053268052737,12.47289956210982
2017-06-01,17.33289070147078,5.294488900201779,12.038401801269002
2017-07-01,17.565109090994042,4.621916577037324,12.943192513956717
2017-08-01,16.808893920173492,5.491431901501429,11.317462018672064
2017-09-01,16.55766169441665,5.682065756192596,10.875595938224055
2017-10-01,16.549264979415508,5.390333420208267,11.15893155920724
2017-11-01,16.10260565364945,5.271806490047943,10.830799163601508
2017-12-01,14.91344643184754,4.7045265517559445,10.208919880091596
2018-01-01,15.767258296925146,5.277411426852752,10.489846870072395
2018-02-01,15.47513364608568,4.790214557053262,10.68491908903242
2018-03-01,14.71902734203004,6.00288993421793,8.71613740781211
2018-04-01,13.556572057405644,4.360911889743984,9.19566016766166
2018-05-01,14.827630859506725,5.5030085221749045,9.32462233733182
2018-06-01,14.017050375460126,5.275411762217109,8.741638613243017
2018-07-01,12.911755654873808,5.380536372832621,7.531219282041187
2018-08-01,12.302211773324128,5.414131656194288,6.8880801171298405
2018-09-01,12.597611684338927,5.054524487488782,7.543087196850146
2018-10-01,12.948164103395058,4.995446667008538,7.9527174363865205
2018-11-01,12.14303597245505,4.428773561984085,7.7142624104709645
2018-12-01,12.35724049306841,5.085540137977659,7.2717003550907515
2019-01-01,12.865499385235296,4.541472826553725,8.32402655868157
2019-02-01,12.78359999653283,5.143048300553718,7.640551695979112
2019-03-01,11.314874727320005,5.266806553146667,6.048068174173338
2019-04-01,10.218002887326888,5.5852787349245325,4.632724152402355
2019-05-01,10.485059803871245,5.121219716319643,5.363840087551602
2019-06-01,10.417870279552009,3.992238534216498,6.425631745335511
2019-07-01,10.595778756193775,5.134624238016864,5.461154518176912
2019-08-01,10.02211879256304,4.755226971675739,5.266891820887301
2019-09-01,10.24727707607086,4.668105976749894,5.579171099320966
2019-10-01,10.058507347537429,4.458312866542181,5.600194480995247
2019-11-01,10.126169281054352,5.252338533642884,4.873830747411469
2019-12-01,9.128567179862657,4.103041588562205,5.025525591300451
2020-01-01,11.107385311740002,4.593770514753697,6.513614796986305
2020-02-01,11.021939717993298,4.7147095392765905,6.307230178716708
2020-03-01,10.860079681455789,5.4733583149710645,5.386721366484724
2020-04-01,10.386546801543671,4.906801256531429,5.479745545012243
2020-05-01,11.721509207410268,4.421368149556796,7.300141057853472
2020-06-01,10.30945940557072,5.046779717294355,5.262679688276365
2020-07-01,11.528612063674556,4.217191647363648,7.311420416310908
2020-08-01,11.578556662299428,4.1667996303478585,7.41175703195157
2020-09-01,11.04960965263739,4.678179121776279,6.371430530861111
2020-10-01,10.66821445371916,4.014186568151298,6.654027885567863
2020-11-01,10.7995150004402,4.161170570961058,6.638344429479142
2020-12-01,10.149465794847028,5.337125041736384,4.812340753110645
2021-01-01,11.494839727050987,5.0356527660988135,6.459186960952174
2021-02-01,11.45858127404898,5.12601960599396,6.332561668055019
2021-03-01,10.773752982076386,5.4006560316932966,5.37309695038309
2021-04-01,9.954653018942274,5.592479069250409,4.362173949691865
2021-05-01,10.820659307603606,5.160498699226873,5.660160608376732
2021-06-01,10.698238794515817,4.465563938720774,6.232674855795042
2021-07-01,11.037135326876315,4.106362827994526,6.930772498881789
2021-08-01,10.326560246187071,5.255037589615311,5.07152265657176
2021-09-01,10.783318294873462,4.338245508116792,6.44507278675667
2021-10-01,11.041103443728424,4.389123178649651,6.651980265078773
2021-11-01,10.847178355344544,4.239268169617287,6.607910185727257
2021-12-01,10.1757081854452,4.794359059380047,5.381349126065154
2022-01-01,11.491154206112457,5.510815361155597,5.98033884495686
2022-02-01,11.543578844203315,5.5402091521390195,6.003369692064296
2022-03-01,11.285131279829788,5.71007531010847,5.575055969721317
2022-04-01,10.846441890234694,6.005378385167299,4.841063505067394
2022-05-01,12.044279621393397,5.92504890203921,6.119230719354187
2022-06-01,11.020009795857858,5.775554057376033,5.2444557384818244
2022-07-01,11.32654997237442,5.632834952642981,5.693715019731438
2022-08-01,11.587983143883427,6.777693938083107,4.81028920580032
2022-09-01,11.596331107786336,5.897121962980273,5.699209144806063
2022-10-01,11.54988531042784,6.0495706213185825,5.500314689109257
2022-11-01,11.384824190335936,6.385042481151689,4.999781709184247
2022-12-01,10.878122293850314,6.1193528977959035,4.758769396054411
2023-01-01,12.03,6.29,5.739999999999999
2023-02-01,12.608621392973236,6.7006528376310435,5.907968555342192
2023-03-01,12.278082794128911,7.446796614505096,4.831286179623816
2023-04-01,11.824906281098489,6.644451848512666,5.180454432585823
2023-05-01,12.34936922316523,6.995193570013809,5.354175653151421
2023-06-01,11.85904082317718,6.667199925956475,5.191840897220705
2023-07-01,11.872094341896656,6.909733708283607,4.962360633613049
2023-08-01,11.4233157099213,6.61390096186985,4.8094147480514495
2023-09-01,12.077981470666812,6.636288729218803,5.4416927414480085
2023-10-01,12.685465512209182,6.654251599184589,6.031213913024593
2023-11-01,12.246803237928038,6.815393715675009,5.431409522253029
2023-12-01,11.396355421189144,6.541504807256309,4.854850613932835
2024-01-01,12.447651326275146,6.688067166901422,5.759584159373724
2024-02-01,12.67003830814761,6.094041531937313,6.575996776210298
2024-03-01,12.317957372132584,5.760583981344744,6.55737339078784
2024-04-01,12.452701921961356,5.929725765533355,6.522976156428001
2024-05-01,12.583719916793108,6.128394422786059,6.455325494007049
2024-06-01,11.556024040111067,5.850802855634061,5.705221184477006
2024-07-01,12.35797911263842,5.7370316301441955,6.620947482494224
2024-08-01,12.523651809326813,5.7638201298353575,6.759831679491455
2024-09-01,11.9245330319739,5.30280212995993,6.62173090201397
2024-10-01,11.448780893187957,5.261376799153326,6.187404094034631
2024-11-01,11.96045105149262,4.995692520276272,6.964758531216349
2024-12-01,11.316432936745684,5.057182154640971,6.259250782104713
2025-01-01,11.89338479103332,4.772600573998479,7.120784217034841
2025-02-01,10.846777790555516,5.139930793764366,5.70684699679115
2025-03-01,12.00195973919288,5.195672490227838,6.806287248965043
2025-04-01,11.1937497875508,5.25236329843333,5.94138648911747
2025-05-01,11.6299536639516,5.09105222266707,6.53890144128453
2025-06-01,11.338569562001176,4.94024318154321,6.3983263804579655
2025-07-01,11.335442179538576,5.045560676423405,6.289881503115171
2025-08-01,10.204255730730036,4.933184350094934,5.271071380635102
2025-09-01,9.81187040775528,5.063336211750849,4.74853419600443
2025-10-01,10.724701599886462,4.799003419008072,5.92569818087839
2025-11-01,9.95782041374324,4.613054692762292,5.3447657209809485
2025-12-01,8.761955689556663,4.523659236971568,4.238296452585095
